1		 1
2		 1.5
3		 1.666666667
4		 1.708333333
5		 1.716666667
6		 1.718055556
7		 1.718253968
8		 1.71827877
9		 1.718281526
10		 1.718281801
11		 1.718281826
12		 1.718281828
13		 1.718281828
14		 1.718281828
15		 1.718281828
16		 1.718281828
17		 1.718281828
18		 1.718281828
19		 1.718281828
20		 1.718281828
21		 1.718281828
22		 1.718281828
23		 1.718281828
24		 1.718281828
25		 1.718281828
26		 1.718281828
27		 1.718281828
28		 1.718281828
29		 1.718281828
30		 1.718281828
31		 1.718281828
32		 1.718281828
33		 1.718281828
34		 1.718281828
35		 1.718281828
36		 1.718281828
37		 1.718281828
38		 1.718281828
39		 1.718281828
40		 1.718281828
41		 1.718281828
42		 1.718281828
43		 1.718281828
44		 1.718281828
45		 1.718281828
46		 1.718281828
47		 1.718281828
48		 1.718281828
49		 1.718281828
50		 1.718281828
51		 1.718281828
52		 1.718281828
53		 1.718281828
54		 1.718281828
55		 1.718281828
56		 1.718281828
57		 1.718281828
58		 1.718281828
59		 1.718281828
60		 1.718281828
61		 1.718281828
62		 1.718281828
63		 1.718281828
64		 1.718281828
65		 1.718281828
66		 1.718281828
67		 1.718281828
68		 1.718281828
69		 1.718281828
70		 1.718281828
71		 1.718281828
72		 1.718281828
73		 1.718281828
74		 1.718281828
75		 1.718281828
76		 1.718281828
77		 1.718281828
78		 1.718281828
79		 1.718281828
80		 1.718281828
81		 1.718281828
82		 1.718281828
83		 1.718281828
84		 1.718281828
85		 1.718281828
86		 1.718281828
87		 1.718281828
88		 1.718281828
89		 1.718281828
90		 1.718281828
91		 1.718281828
92		 1.718281828
93		 1.718281828
94		 1.718281828
95		 1.718281828
96		 1.718281828
97		 1.718281828
98		 1.718281828
99		 1.718281828
100		 1.718281828
